City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,vila franca do campo,37.7167,-25.4333,17.23,80,77,4.93,PT,1680279181
365,losinyy,57.1386,61.0666,1.86,70,67,6.01,RU,1680279182
366,qeshm,26.9581,56.2719,25.93,66,71,6.36,IR,1680279183
367,kavaratti,10.5669,72.642,27.36,72,3,4.81,IN,1680279184
368,isiolo,0.3546,37.5822,24.69,57,69,4.28,KE,1680279184
369,paamiut,61.994,-49.6678,-5.32,47,15,1.51,GL,1680279185
370,rio rancho,35.2334,-106.6645,7.96,33,20,11.32,US,1680279100
371,healesville,-37.65,145.5167,12.72,95,94,1.0,AU,1680279114
372,matagami,49.7502,-77.6328,-2.44,82,98,1.85,CA,1680279187
373,saint-joseph,-21.3667,55.6167,27.21,85,40,3.79,RE,1680279187
374,salalah,17.0151,54.0924,28.05,69,0,3.09,OM,1680279188
375,lubao,14.9167,120.55,29.84,81,47,0.88,PH,1680279188
376,salmo,49.1999,-117.2689,2.71,90,99,2.49,CA,1680279189
377,voznesenye,61.0106,35.4781,-0.44,98,100,1.44,RU,1680279189
378,bar bigha,25.2167,85.7333,27.13,36,99,1.17,IN,1680279190
379,pringsewu,-5.3582,104.9744,23.15,94,99,0.76,ID,1680279190
380,evensk,61.95,159.2333,-4.81,96,100,3.26,RU,1680279133
381,consett,54.854,-1.8316,6.8,90,100,4.36,GB,1680279191
382,rexburg,43.826,-111.7897,0.0,92,100,4.12,US,1680279192
383,santa marta,11.2408,-74.199,31.61,55,8,7.15,CO,1680278983
384,bayan,46.0833,127.4,10.08,43,1,3.2,CN,1680279193
385,hofn,64.2539,-15.2082,8.01,93,100,7.2,IS,1680279194
386,burdur,37.7203,30.2908,10.39,40,75,3.6,TR,1680279194
387,shitanjing,39.2342,106.3439,10.39,14,6,0.49,CN,1680279195
388,pelagiada,45.2064,42.0236,4.75,60,20,3.0,RU,1680279195
389,scarborough,54.2797,-0.4044,8.76,93,100,3.58,GB,1680279157
390,sao joao da barra,-21.6403,-41.0511,36.05,56,43,3.25,BR,1680279196
391,mahon,39.8885,4.2658,22.31,46,0,2.57,ES,1680279151
392,fallon,39.4735,-118.7774,5.62,51,40,2.57,US,1680279132
393,jambi,-1.6,103.6167,23.62,97,100,1.35,ID,1680279199
394,abha,18.2164,42.5053,16.14,82,20,5.14,SA,1680278995
395,dauphin,51.1494,-100.0502,-8.02,80,46,1.32,CA,1680279200
396,san patricio,28.017,-97.5169,26.97,56,94,11.8,US,1680279200
397,vanimo,-2.6741,141.3028,25.52,88,100,0.88,PG,1680279201
398,mindelo,16.8901,-24.9804,22.47,79,4,3.41,CV,1680279201
399,nkwerre,5.7556,7.1063,29.08,65,100,4.31,NG,1680279202
400,mitsamiouli,-11.3847,43.2844,28.02,72,68,1.3,KM,1680279203
401,carupano,10.6678,-63.2585,26.16,79,60,5.76,VE,1680279204
402,camana,-16.6228,-72.7111,24.84,78,100,4.19,PE,1680279204
403,svetlaya,46.5389,138.3297,0.27,83,56,1.59,RU,1680279204
404,redding,40.5865,-122.3917,8.79,81,100,3.6,US,1680279205
405,isangel,-19.55,169.2667,24.86,79,100,1.53,VU,1680279206
406,mozarlandia,-14.7447,-50.5706,31.83,50,5,1.43,BR,1680278998
407,san borja,-14.8167,-66.85,30.77,65,100,0.78,BO,1680279207
408,khislavichi,54.1871,32.1582,4.34,60,52,2.8,RU,1680279207
409,roebourne,-20.7833,117.1333,28.19,71,94,2.68,AU,1680279207
410,pekalongan,-6.8886,109.6753,25.79,78,99,1.38,ID,1680279208
411,koumac,-20.5667,164.2833,25.19,84,1,1.57,NC,1680279208
412,fairbanks,64.8378,-147.7164,-10.0,77,100,0.0,US,1680278931
413,santona,43.4439,-3.4576,16.17,68,97,6.77,ES,1680279209
414,semenivka,52.1783,32.5818,6.31,68,71,3.12,UA,1680279209
415,maningrida,-12.0667,134.2667,25.88,87,99,4.01,AU,1680279210
416,arica,-18.475,-70.3042,30.75,57,0,5.66,CL,1680279210
417,vila,42.0304,-8.1588,10.94,76,100,4.6,PT,1680279211
418,florianopolis,-27.6146,-48.5012,28.68,71,40,4.12,BR,1680279211
419,kemijarvi,66.7131,27.4306,-2.48,97,99,1.47,FI,1680279212
420,gunjur,13.2019,-16.7339,30.04,58,75,3.09,GM,1680279213
421,saint-michel-des-saints,46.6834,-73.9159,-0.37,80,87,3.14,CA,1680279213
422,mindif,10.3976,14.4363,37.19,9,100,2.27,CM,1680279213
423,panama city,8.9936,-79.5197,32.97,52,40,7.2,PA,1680279214
424,yatou,37.15,122.3833,10.05,34,100,1.87,CN,1680279215
425,bonthe,7.5264,-12.505,30.52,59,38,5.2,SL,1680279216
426,marquette,46.5333,-87.6335,-0.65,95,100,3.13,US,1680279217
427,coolum beach,-26.5333,153.1,19.63,90,97,1.84,AU,1680279218
428,sitka,57.0531,-135.33,5.94,61,100,4.12,US,1680279218
429,bang saphan,11.2126,99.5117,24.16,90,32,1.84,TH,1680279219
430,kamenka,51.3223,42.7678,2.13,96,100,7.25,RU,1680279219
431,gordeyevka,52.9569,31.9703,5.96,70,48,3.03,RU,1680279220
432,ligayan,4.6533,119.4706,27.93,78,91,4.05,PH,1680279220
433,devonport,-41.1667,146.35,7.79,88,4,3.16,AU,1680279220
434,saurimo,-9.6608,20.3916,21.1,89,90,1.39,AO,1680279221
435,samandag,36.0842,35.9771,11.29,54,0,2.24,TR,1680279222
436,russellville,35.2784,-93.1338,23.43,67,100,5.14,US,1680279208
437,ridgecrest,35.6225,-117.6709,7.23,64,0,0.45,US,1680279222
438,bratsk,56.1325,101.6142,-12.73,91,93,1.94,RU,1680279223
439,patti,31.2808,74.8572,18.04,82,100,1.65,IN,1680279223
440,winchester,51.0651,-1.3187,11.96,82,75,11.83,GB,1680279224
441,chifeng,42.2683,118.9636,12.77,31,100,4.03,CN,1680279224
442,makat,47.6469,53.3463,11.87,49,100,4.59,KZ,1680279225
443,kananga,-5.8958,22.4178,22.22,91,99,0.8,CD,1680279225
444,sayat,38.7839,63.8803,26.36,21,15,2.54,TM,1680279226
445,poso,-1.3959,120.7524,24.75,87,90,2.01,ID,1680279226
446,suibara,37.8333,139.2333,9.41,93,14,0.42,JP,1680279227
447,colonia,50.9333,6.95,14.13,71,75,10.8,DE,1680279227
448,jishou,28.3167,109.7167,16.74,86,100,0.91,CN,1680279227
449,lianzhou,24.7811,112.3825,16.56,97,99,0.4,CN,1680279228
450,kalabo,-14.97,22.6814,23.21,78,80,2.27,ZM,1680279228
451,kulhudhuffushi,6.6221,73.07,28.3,70,61,3.57,MV,1680279229
452,okhotsk,59.3833,143.3,-4.36,93,100,1.35,RU,1680279230
453,belmonte,-15.8631,-38.8828,28.48,66,24,3.43,BR,1680279231
454,turukhansk,65.8167,87.9833,-24.26,100,48,1.75,RU,1680279231
455,moffat,55.3323,-3.4454,8.67,95,98,3.35,GB,1680279231
456,henties bay,-22.116,14.2845,17.07,78,0,3.95,NA,1680279232
457,teknaf,20.8624,92.3058,25.4,85,10,2.7,BD,1680279232
458,lingao,19.9103,109.6859,23.22,92,97,3.03,CN,1680279232
459,teahupoo,-17.8333,-149.2667,21.98,75,100,3.09,PF,1680279233
460,mercedes,-34.6515,-59.4307,21.64,19,13,8.19,AR,1680279194
461,sovetskaya gavan,48.9723,140.2878,-2.46,92,8,1.88,RU,1680279234
462,aksu,41.1231,80.2644,16.14,20,0,2.18,CN,1680279234
463,abalak,58.1286,68.5944,-3.04,81,33,4.77,RU,1680279235
464,barrow,71.2906,-156.7887,-15.99,92,100,2.06,US,1680279235
465,gryazovets,58.88,40.2525,1.46,95,100,2.32,RU,1680279235
466,gizo,-8.103,156.8419,28.04,75,100,3.76,SB,1680279236
467,rafaela,-31.2503,-61.4867,25.56,41,94,5.36,AR,1680279236
468,elizabeth city,36.2946,-76.2511,22.01,57,0,9.26,US,1680279236
469,alice springs,-23.7,133.8833,14.75,100,75,4.63,AU,1680279237
470,avera,33.194,-82.5271,22.73,62,85,5.4,US,1680279238
471,fecamp,49.7579,0.3746,12.84,86,100,16.22,FR,1680279238
472,pangai,-19.8,-174.35,27.46,71,25,5.11,TO,1680279239
473,tessalit,20.1986,1.0114,33.97,4,0,6.78,ML,1680279239
474,san carlos,9.6612,-68.5827,34.93,34,95,2.53,VE,1680279221
475,muros,42.7762,-9.0603,16.16,75,100,5.57,ES,1680279240
476,kuching,1.55,110.3333,26.12,94,40,2.24,MY,1680279240
477,san lorenzo,-25.3333,-57.5333,31.52,43,0,1.03,PY,1680279212
478,wakkanai,45.4094,141.6739,2.62,92,89,4.15,JP,1680279241
479,kaitangata,-46.2817,169.8464,11.07,96,54,2.05,NZ,1680279242
480,grafton,42.207,-71.6856,9.48,35,0,1.79,US,1680279186
481,port blair,11.6667,92.75,26.75,79,92,2.78,IN,1680279109
482,mount pleasant,32.7941,-79.8626,25.14,69,75,5.14,US,1680279196
483,maracaju,-21.6144,-55.1683,29.92,61,2,1.41,BR,1680278978
484,alofi,-19.0595,-169.9187,26.89,82,36,6.4,NU,1680279244
485,zhanaozen,43.3,52.8,10.93,51,100,9.09,KZ,1680279245
486,kahului,20.8947,-156.47,23.25,86,20,3.6,US,1680279245
487,itaueira,-7.6033,-43.0256,32.97,31,19,3.16,BR,1680279246
488,ilulissat,69.2167,-51.1,-11.99,34,0,2.06,GL,1680279247
489,beyneu,45.3167,55.2,15.71,54,100,4.96,KZ,1680279248
490,paidha,2.4167,30.9855,16.27,90,100,2.15,UG,1680279248
491,den helder,52.9599,4.7593,11.12,94,75,7.6,NL,1680279249
492,acapulco,16.8634,-99.8901,29.9,54,40,1.54,MX,1680279249
493,watrous,51.6668,-105.4679,-8.37,93,70,5.13,CA,1680279250
494,mwanza,-2.5167,32.9,22.99,69,9,3.24,TZ,1680279250
495,qaqortoq,60.7167,-46.0333,-2.84,67,19,1.14,GL,1680279251
496,shaowu,27.3409,117.4831,16.54,93,98,0.38,CN,1680279252
497,barinas,8.6226,-70.2075,27.3,55,100,2.3,VE,1680279252
498,wajid,3.8093,43.2471,31.86,37,97,2.03,SO,1680279253
499,blagoveshchenka,52.8333,79.8667,-5.09,64,42,4.31,RU,1680279254
500,manuk mangkaw,4.8,119.85,27.92,77,100,3.66,PH,1680279254
501,kipini,-2.5257,40.5262,29.16,76,60,5.17,KE,1680279255
502,spearfish,44.4908,-103.8594,-3.84,78,40,4.63,US,1680279255
503,meulaboh,4.1363,96.1285,25.66,86,93,1.3,ID,1680279255
504,tieling,42.2931,123.8414,14.3,32,2,7.3,CN,1680279256
505,cotonou,6.3654,2.4183,28.38,77,100,4.86,BJ,1680279256
506,mayya,61.7333,130.2811,-10.38,95,100,3.34,RU,1680279257
507,kyzyl-suu,42.3414,78.0056,5.88,66,48,2.51,KG,1680279257
508,costinesti,43.95,28.6333,12.58,92,100,4.52,RO,1680279258
509,pemangkat,1.1667,108.9667,24.66,90,100,2.51,ID,1680279258
510,paita,-5.0892,-81.1144,27.83,67,99,2.27,PE,1680279259
511,shaoyang,27.2315,111.4525,18.87,73,89,1.06,CN,1680279260
512,sakhon nakhon,17.1612,104.1472,29.0,45,53,2.99,TH,1680279260
513,codrington,-38.2667,141.9667,12.38,63,100,4.78,AU,1680279261
514,nikel,69.4128,30.222,-9.9,93,84,1.68,RU,1680279262
515,boende,-0.2167,20.8667,25.51,71,99,0.81,CD,1680279263
516,hamina,60.5697,27.1979,0.6,89,99,2.67,FI,1680279264
517,coahuayana,18.7333,-103.6833,32.27,17,25,1.61,MX,1680279264
518,uva,56.9908,52.1852,5.09,82,100,5.05,RU,1680279265
519,senneterre,48.3835,-77.2328,-1.81,89,96,2.25,CA,1680279140
520,lokosovo,61.1333,74.8167,-7.66,91,90,3.53,RU,1680279266
521,langxiang,46.95,128.8833,4.69,55,3,1.48,CN,1680279266
522,broome,42.2506,-75.833,7.79,56,100,4.63,US,1680279267
523,esperance,-33.8667,121.9,17.93,74,100,6.35,AU,1680279267
524,karmaskaly,54.3709,56.1837,8.95,72,100,7.49,RU,1680279268
525,redmond,47.674,-122.1215,8.21,84,100,1.34,US,1680278974
526,ossora,59.2353,163.0719,-8.57,90,97,1.64,RU,1680279269
527,dicabisagan,17.0818,122.4157,24.96,89,27,2.04,PH,1680279269
528,jutai,-5.1833,-68.9,25.0,94,98,0.89,BR,1680279269
529,mandera,3.9366,41.867,33.21,40,24,4.13,KE,1680279270
530,port hardy,50.6996,-127.4199,4.55,93,100,5.93,CA,1680279270
531,emba,48.8264,58.1442,16.45,49,39,8.44,KZ,1680279271
532,port-gentil,-0.7193,8.7815,30.98,70,40,4.63,GA,1680279251
533,bandarbeyla,9.4942,50.8122,27.61,71,2,4.13,SO,1680279271
534,ballina,-28.8667,153.5667,15.99,68,100,1.69,AU,1680279272
535,pochutla,15.7432,-96.4661,32.12,42,65,2.23,MX,1680279272
536,srednekolymsk,67.45,153.6833,-15.53,93,100,8.7,RU,1680279133
537,robertsport,6.7533,-11.3686,28.22,72,46,5.36,LR,1680279273
538,pyu,18.4833,96.4333,27.63,50,46,3.36,MM,1680279273
539,bend,44.0582,-121.3153,2.6,64,0,6.69,US,1680279248
540,waddan,29.1614,16.139,24.79,11,0,1.33,LY,1680279274
541,kabalo,-6.05,26.9167,20.11,98,100,0.99,CD,1680279274
542,berlevag,70.8578,29.0864,-5.0,79,0,4.63,NO,1680279275
543,saint anthony,45.0205,-93.218,2.91,92,100,6.69,US,1680279275
544,mangrol,21.1167,70.1167,24.96,75,0,4.55,IN,1680279275
545,edson,53.5835,-116.4356,-0.53,88,100,1.08,CA,1680279276
546,ivanivka,46.7208,34.553,8.47,41,37,7.3,UA,1680279276
547,kozan,37.4552,35.8157,6.69,59,1,1.59,TR,1680279276
548,cayenne,4.9333,-52.3333,30.02,62,75,6.69,GF,1680279278
549,charters towers,-20.1,146.2667,23.38,86,74,1.18,AU,1680279278
550,ambunti,-4.2365,142.8448,23.43,99,100,0.3,PG,1680279278
551,tual,-5.6667,132.75,28.5,74,100,2.37,ID,1680279279
552,pindi gheb,33.2402,72.2661,16.15,85,100,3.62,PK,1680279279
553,puerto baquerizo moreno,-0.9,-89.6,29.55,74,40,5.66,EC,1680279280
554,sabaudia,41.3003,13.0282,15.67,91,100,7.98,IT,1680279280
555,karratha,-20.7377,116.8463,28.15,71,98,2.87,AU,1680279280
556,nerchinskiy zavod,51.3088,119.61,-3.1,95,95,1.01,RU,1680279281
557,kidal,18.4411,1.4078,34.34,4,0,7.22,ML,1680279218
558,midland,31.9974,-102.0779,19.07,19,0,14.92,US,1680279053
559,neryungri,56.6709,124.6491,-1.35,96,90,3.08,RU,1680279282
560,rapar,23.5667,70.6333,27.89,46,27,6.27,IN,1680279282
561,selyatino,55.5151,36.9775,1.97,93,100,3.0,RU,1680279283
562,la asuncion,11.0333,-63.8628,26.39,73,29,7.03,VE,1680279283
563,montivilliers,49.5452,0.1877,12.79,82,100,14.4,FR,1680279283
564,nusaybin,37.0778,41.2178,4.31,81,60,2.52,TR,1680279284
565,rio claro,-22.4114,-47.5614,28.53,56,27,2.35,BR,1680279039
566,belaya gora,68.5333,146.4167,-19.12,90,100,7.08,RU,1680279133
567,mingshui,36.7167,117.5,12.51,41,98,3.87,CN,1680279286
568,trincomalee,8.5711,81.2335,28.11,74,2,4.21,LK,1680279287
569,santiago de cuba,20.0247,-75.8219,30.06,58,40,3.6,CU,1680279287
570,ranong,9.9658,98.6348,25.54,84,29,1.27,TH,1680279288
571,port lincoln,-34.7333,135.8667,15.55,66,94,5.52,AU,1680279288
